champ,role,pickrate,winrate,banrate,rank,change
Kled,MID,0.46,53.4,1.02,plattogm,no change
Kled,TOP,2.19,48.15,0.97,plattogm,no change
Kog'Maw,ADC,6.52,52.5,4.01,plattogm,no change
LeBlanc,MID,9.14,50.68,13.31,plattogm,no change
Lee Sin,JUNGLE,19.83,51.07,20.33,plattogm,no change
Lee Sin,TOP,2.75,49.75,20.33,plattogm,no change
Leona,SUPPORT,11.35,50.51,16.85,plattogm,no change
Lillia,JUNGLE,3.81,49.08,0.94,plattogm,no change
Lillia,TOP,0.51,49.16,0.94,plattogm,no change
Lissandra,TOP,0.27,52.81,0.41,plattogm,no change
Lissandra,MID,2.23,48.49,0.39,plattogm,no change
Lucian,MID,5.31,47.08,3.3,plattogm,no change
Lucian,TOP,1.4,49.33,3.3,plattogm,no change
Lucian,ADC,4.63,48.71,3.3,plattogm,no change
Lulu,SUPPORT,15.65,51.64,44.73,plattogm,no change
Lux,MID,3.57,51.35,1,plattogm,no change
Lux,SUPPORT,4.72,48.64,1,plattogm,no change
Malphite,TOP,4.43,50.52,6.78,plattogm,no change
Malphite,MID,0.91,50.45,6.78,plattogm,no change
Malzahar,MID,3.32,52.01,2.94,plattogm,no change
Malzahar,TOP,0.44,50.55,3.34,plattogm,no change
Maokai,SUPPORT,2.69,51.99,0.32,plattogm,no change
Maokai,TOP,0.47,53.6,0.34,plattogm,no change
Master Yi,JUNGLE,4.4,51.35,6.15,plattogm,no change
Miss Fortune,ADC,4.19,50.09,0.22,plattogm,no change
Mordekaiser,TOP,3.92,47.16,4.71,plattogm,buff
Mordekaiser,JUNGLE,0.42,52.11,4.71,plattogm,buff
Mordekaiser,MID,0.61,47.35,4.71,plattogm,buff
Morgana,SUPPORT,6.1,47.43,22.52,plattogm,no change
Nami,SUPPORT,5.1,53.93,0.14,plattogm,no change
Nasus,TOP,3.21,50,2.85,plattogm,no change
Nautilus,SUPPORT,10.05,49.35,10.92,plattogm,no change
Neeko,MID,1.17,53.47,0.23,plattogm,no change
Neeko,TOP,0.24,54.17,0.23,plattogm,no change
Neeko,SUPPORT,0.47,48.13,0.23,plattogm,no change
Nidalee,JUNGLE,4.25,48.1,1.86,plattogm,buff
Nocturne,JUNGLE,7.87,51.78,29.45,plattogm,no change
Nocturne,TOP,0.81,50.48,29.45,plattogm,no change
Olaf,JUNGLE,2.42,52.29,1.45,plattogm,no change
Olaf,TOP,0.32,46.39,1.41,plattogm,no change
Orianna,MID,3.17,49.89,0.2,plattogm,no change
Ornn,TOP,3.14,50.2,0.33,plattogm,no change
Pantheon,MID,2,52.06,1.94,plattogm,no change
Pantheon,TOP,1.16,49.15,2.17,plattogm,no change
Pantheon,SUPPORT,1.66,47.64,1.94,plattogm,no change
Poppy,JUNGLE,1.52,53.99,0.76,plattogm,no change
Poppy,TOP,1.41,50.31,0.76,plattogm,no change
Pyke,SUPPORT,6.47,48.78,4.9,plattogm,no change
Qiyana,MID,4.28,50.3,6.22,plattogm,no change
Quinn,TOP,1.33,52.23,0.72,plattogm,no change
Quinn,MID,0.24,50.86,0.72,plattogm,no change
Rakan,SUPPORT,4.81,51.74,0.18,plattogm,no change
Rammus,JUNGLE,2.04,52.59,3.2,plattogm,no change
Rek'Sai,JUNGLE,2.99,49.39,1.8,plattogm,no change
Rell,SUPPORT,2.03,50.32,1.02,plattogm,buff
Renekton,TOP,4.88,48.05,5.65,plattogm,no change
Renekton,MID,1.24,52.57,5.65,plattogm,no change
Rengar,JUNGLE,2.66,50.89,3.06,plattogm,no change
Rengar,TOP,1.16,48.72,3.06,plattogm,no change
Riven,TOP,6.9,51.86,4.2,plattogm,no change
Riven,MID,1.13,55.82,4.2,plattogm,no change
Rumble,MID,1.14,50.94,1.44,plattogm,tweak
Rumble,TOP,0.86,50.12,1.44,plattogm,tweak
Rumble,JUNGLE,1.98,46.47,1.44,plattogm,tweak
Ryze,MID,4.49,48.01,0.49,plattogm,no change
Ryze,TOP,1.25,45.19,0.49,plattogm,no change
Samira,ADC,9.97,49.55,22.41,plattogm,no change
Sejuani,TOP,0.48,48.19,0.19,plattogm,no change
Sejuani,JUNGLE,1.94,47.18,0.19,plattogm,no change
Senna,SUPPORT,8.8,51.65,8.15,plattogm,no change
Seraphine,SUPPORT,4.5,50.3,1.82,plattogm,no change
Seraphine,MID,1.34,51.21,1.82,plattogm,no change
Seraphine,ADC,0.93,53,1.82,plattogm,no change
Sett,TOP,10.98,49.1,12.65,plattogm,no change
Sett,MID,2.38,52.65,12.65,plattogm,no change
Sett,SUPPORT,2.13,45.24,12.65,plattogm,no change
Shaco,JUNGLE,6.15,50.33,24.81,plattogm,no change
Shaco,SUPPORT,1.25,47.69,24.81,plattogm,no change
Shen,TOP,4.97,51.14,1.84,plattogm,no change
Shen,SUPPORT,0.45,49.43,1.86,plattogm,no change
Shyvana,TOP,0.19,52.13,0.14,plattogm,buff
Shyvana,JUNGLE,1.26,49.23,0.13,plattogm,buff
Singed,TOP,1.44,50.52,0.29,plattogm,no change
Singed,MID,0.23,53.43,0.25,plattogm,no change
Sion,TOP,2.67,50.37,0.18,plattogm,no change
Sion,MID,0.35,53.76,0.18,plattogm,no change
Sivir,ADC,2.86,50.66,0.29,plattogm,no change
Skarner,TOP,0.1,53.19,0.14,plattogm,no change
Skarner,JUNGLE,0.88,53.51,0.16,plattogm,no change
Sona,SUPPORT,2.29,53.08,0.13,plattogm,no change
Soraka,SUPPORT,4.65,51.78,0.53,plattogm,no change
Swain,MID,0.53,52.57,1.8,plattogm,no change
Swain,TOP,0.18,52.47,1.52,plattogm,no change
Swain,ADC,0.91,52.1,1.52,plattogm,no change
Swain,SUPPORT,2.01,47.7,1.52,plattogm,no change
Sylas,MID,12.1,50.19,19.12,plattogm,nerf
Sylas,TOP,4.27,50.55,19.12,plattogm,nerf
Syndra,MID,1.93,46.84,0.33,plattogm,buff
Tahm Kench,TOP,3.92,49.85,2.26,plattogm,no change
Tahm Kench,SUPPORT,1.59,47.8,2.26,plattogm,no change
Taliyah,JUNGLE,1.39,53.42,0.21,plattogm,no change
Taliyah,MID,0.14,53.96,0.13,plattogm,no change
Talon,MID,3.43,51.54,3.07,plattogm,no change
Talon,TOP,0.43,53.95,3.07,plattogm,no change
Taric,SUPPORT,2,49.22,0.24,plattogm,no change
Teemo,TOP,2.14,51.66,1.57,plattogm,no change
Teemo,MID,0.37,45.56,1.62,plattogm,no change
Thresh,SUPPORT,18.05,51.2,17.81,plattogm,nerf
Tristana,ADC,11.09,51.45,5.79,plattogm,no change
Trundle,JUNGLE,2.37,54.91,0.57,plattogm,no change
Trundle,TOP,1.5,51.74,0.57,plattogm,no change
Tryndamere,TOP,2.93,48.31,4.52,plattogm,no change
Tryndamere,MID,0.94,50.17,4.52,plattogm,no change
Twisted Fate,MID,3.46,50.77,0.35,plattogm,no change
Twitch,ADC,4.58,51.71,1.58,plattogm,no change
Udyr,JUNGLE,1.33,50.98,1.25,plattogm,no change
Urgot,MID,0.29,56.62,1.72,plattogm,no change
Urgot,TOP,2.58,47.41,1.51,plattogm,no change
Varus,ADC,7.25,50.1,1.65,plattogm,no change
Vayne,ADC,15.87,53.67,8.46,plattogm,no change
Veigar,MID,2.29,51.12,0.52,plattogm,no change
Veigar,ADC,0.99,54.34,0.52,plattogm,no change
Veigar,SUPPORT,0.66,48.7,0.57,plattogm,no change
Vel'Koz,MID,1.37,53.08,0.33,plattogm,no change
Vel'Koz,SUPPORT,1.64,44.72,0.33,plattogm,no change
Vi,JUNGLE,2.1,53.03,0.25,plattogm,nerf
Viego,JUNGLE,13.18,49.66,43.68,plattogm,nerf
Viego,MID,3.93,50.27,43.68,plattogm,nerf
Viego,TOP,3.57,51.17,43.68,plattogm,nerf
Viktor,MID,4.03,51.53,0.51,plattogm,no change
Vladimir,MID,3.9,49.63,7.44,plattogm,no change
Vladimir,TOP,1.5,50.78,7.44,plattogm,no change
Volibear,TOP,2.75,48.43,3.23,plattogm,no change
Volibear,JUNGLE,4.14,48.31,3.23,plattogm,no change
Warwick,TOP,0.98,49.56,1.01,plattogm,no change
Warwick,JUNGLE,2.87,48.64,1.01,plattogm,no change
Wukong,TOP,4.24,53.66,2.94,plattogm,nerf
Wukong,MID,0.59,56.84,2.94,plattogm,nerf
Xayah,ADC,2.76,48.53,0.11,plattogm,buff
Xerath,MID,3.01,50.13,2.79,plattogm,no change
Xerath,SUPPORT,4.19,50.22,2.79,plattogm,no change
Xin Zhao,JUNGLE,11.49,52.17,32.33,plattogm,no change
Yasuo,MID,8.77,48.95,14.54,plattogm,no change
Yasuo,TOP,1.94,51.25,14.54,plattogm,no change
Yasuo,ADC,1.81,51.89,14.54,plattogm,no change
Yone,MID,7.52,50.04,13.59,plattogm,no change
Yone,TOP,2.47,51.02,13.59,plattogm,no change
Yorick,TOP,1.59,47.59,1.16,plattogm,no change
Yuumi,SUPPORT,11.45,49.36,16.56,plattogm,no change
Zac,JUNGLE,4.67,51.29,2.21,plattogm,no change
Zed,MID,9.33,49.04,31.98,plattogm,no change
Ziggs,ADC,7.66,52.93,5.76,plattogm,no change
Ziggs,MID,2.95,50.99,5.76,plattogm,no change
Zilean,SUPPORT,3.97,54.06,1.17,plattogm,no change
Zilean,MID,0.59,49.72,1.17,plattogm,no change
Zoe,MID,3.1,47.39,1.63,plattogm,no change
Zyra,SUPPORT,3.95,51.88,1.36,plattogm,no change
Aatrox,TOP,4.82,49.65,2.13,plattogm,no change
Aatrox,MID,0.7,54.52,2.13,plattogm,no change
Ahri,MID,4.26,52.43,0.88,plattogm,no change
Akali,MID,3.91,46.87,8.69,plattogm,no change
Akali,TOP,2.19,47.38,8.69,plattogm,no change
Akshan,MID,5.8,45.52,27.05,plattogm,no change
Akshan,TOP,1.44,46.62,27.05,plattogm,no change
Akshan,ADC,3.17,41.21,27.05,plattogm,no change
Alistar,SUPPORT,5.8,49.76,1.54,plattogm,no change
Amumu,JUNGLE,1.79,49.82,0.48,plattogm,no change
Anivia,MID,3.17,51.07,3.46,plattogm,no change
Annie,MID,1.82,52.84,0.69,plattogm,no change
Aphelios,ADC,11.39,49.07,3.24,plattogm,no change
Ashe,ADC,12.3,53.17,1.34,plattogm,no change
Aurelion Sol,MID,0.82,51.81,0.21,plattogm,no change
Aurelion Sol,TOP,0.09,51.05,0.21,plattogm,no change
Azir,MID,1.29,48.36,0.24,plattogm,no change
Bard,SUPPORT,4.92,52.95,1.03,plattogm,no change
Blitzcrank,SUPPORT,6.12,52.5,6.75,plattogm,no change
Brand,SUPPORT,3.24,50.14,2.04,plattogm,no change
Brand,MID,0.59,51.67,2.5,plattogm,no change
Braum,SUPPORT,4.32,51.98,0.4,plattogm,no change
Caitlyn,ADC,9.49,50.5,3.16,plattogm,no change
Camille,TOP,11.17,52.84,9.67,plattogm,no change
Cassiopeia,MID,3.9,52.91,2.56,plattogm,no change
Cassiopeia,TOP,1.09,52.27,2.56,plattogm,no change
Cassiopeia,ADC,0.65,53.42,2.56,plattogm,no change
Cho'Gath,MID,0.46,52.98,0.56,plattogm,no change
Cho'Gath,TOP,1.74,47.46,0.56,plattogm,no change
Corki,MID,1.61,50.34,0.21,plattogm,no change
Corki,TOP,0.19,51.34,0.22,plattogm,no change
Darius,TOP,4.63,49.41,15.55,plattogm,no change
Darius,MID,0.53,60.66,15.55,plattogm,no change
Diana,JUNGLE,13.28,50.6,19.66,plattogm,nerf
Diana,MID,2.42,52.44,19.66,plattogm,nerf
Dr. Mundo,TOP,4.59,49.99,4.71,plattogm,no change
Draven,ADC,6.82,50.99,10.46,plattogm,no change
Ekko,MID,3.55,51.52,2.51,plattogm,no change
Ekko,JUNGLE,4.38,49.87,2.51,plattogm,no change
Elise,JUNGLE,3.26,51.26,4.6,plattogm,no change
Evelynn,JUNGLE,4.53,49.31,12.21,plattogm,no change
Ezreal,ADC,24.35,50.37,14.25,plattogm,no change
Fiddlesticks,JUNGLE,4.66,50.26,6.15,plattogm,no change
Fiora,TOP,8,52.45,15.97,plattogm,nerf
Fizz,MID,3,49.91,4.07,plattogm,no change
Galio,MID,2.83,50.71,0.99,plattogm,no change
Galio,SUPPORT,1.86,49.95,0.99,plattogm,no change
Gangplank,TOP,3.38,48.34,1.68,plattogm,no change
Gangplank,MID,0.57,46.41,1.68,plattogm,no change
Garen,TOP,3.43,47.02,1.52,plattogm,no change
Garen,MID,0.66,53.63,1.79,plattogm,no change
Gnar,TOP,3.46,50.27,1.18,plattogm,no change
Gragas,TOP,0.85,51.67,0.26,plattogm,no change
Gragas,JUNGLE,2.06,49.29,0.26,plattogm,no change
Gragas,SUPPORT,0.93,49.05,0.26,plattogm,no change
Graves,JUNGLE,9.39,49.35,5.97,plattogm,no change
Graves,MID,2.61,52.02,5.97,plattogm,no change
Gwen,TOP,3.96,47.4,18.92,plattogm,no change
Gwen,JUNGLE,1.3,48.87,18.92,plattogm,no change
Hecarim,JUNGLE,4.69,51.47,2.46,plattogm,no change
Heimerdinger,MID,0.69,55.02,0.59,plattogm,no change
Heimerdinger,TOP,0.74,52.4,0.59,plattogm,no change
Heimerdinger,ADC,0.43,52.24,0.59,plattogm,no change
Illaoi,TOP,1.74,52.15,1.26,plattogm,no change
Irelia,TOP,9.17,51.03,37.82,plattogm,no change
Irelia,MID,6.37,51.16,37.82,plattogm,no change
Ivern,JUNGLE,1.62,50.4,0.42,plattogm,no change
Janna,SUPPORT,5.86,51.22,0.55,plattogm,no change
Jarvan IV,JUNGLE,2.48,51.69,0.15,plattogm,buff
Jax,TOP,5.55,52.43,6.3,plattogm,no change
Jayce,TOP,5.33,48.93,1.91,plattogm,no change
Jayce,MID,1.46,47.59,1.91,plattogm,no change
Jhin,ADC,11.04,50.58,1.18,plattogm,buff
Jinx,ADC,7.84,51.29,0.43,plattogm,no change
Kai'Sa,ADC,14.81,49.29,2.39,plattogm,no change
Kalista,ADC,3.45,47.6,0.95,plattogm,no change
Karma,SUPPORT,10.78,47.97,4.12,plattogm,tweak
Karthus,JUNGLE,3.32,50.58,4.81,plattogm,no change
Karthus,ADC,0.72,54.3,4.81,plattogm,no change
Kassadin,MID,4.58,51.43,15.85,plattogm,no change
Katarina,MID,8.13,50.15,20.92,plattogm,no change
Kayle,TOP,2.82,51.38,1.68,plattogm,no change
Kayle,MID,1.39,53.51,1.68,plattogm,no change
Kayn,JUNGLE,10.64,51.75,15.27,plattogm,no change
Kennen,TOP,3.4,51.2,0.77,plattogm,no change
Kennen,MID,0.99,52.78,0.77,plattogm,no change
Kha'Zix,JUNGLE,10.24,52.13,10.94,plattogm,no change
Kindred,JUNGLE,5.07,52.29,3.65,plattogm,no change
Kled,TOP,2.05,50.41,0.88,plattogm,no change
Kled,MID,0.43,54.53,0.88,plattogm,no change
Kog'Maw,ADC,4.33,52.08,1.99,plattogm,no change
LeBlanc,MID,8.45,49.95,16.35,plattogm,no change
Lee Sin,JUNGLE,20,50.68,22.12,plattogm,nerf
Lee Sin,TOP,2.31,49.05,22.12,plattogm,nerf
Leona,SUPPORT,11.24,49.73,17.58,plattogm,no change
Lillia,JUNGLE,2.83,51.77,0.61,plattogm,no change
Lillia,TOP,0.62,48.53,0.61,plattogm,no change
Lissandra,MID,2.42,52.07,0.53,plattogm,no change
Lissandra,TOP,0.28,55.4,0.55,plattogm,no change
Lucian,MID,5.53,46.63,3.25,plattogm,no change
Lucian,ADC,4.16,49.48,3.25,plattogm,no change
Lucian,TOP,1.56,48.75,3.25,plattogm,no change
Lulu,SUPPORT,14.92,52.07,42.04,plattogm,nerf
Lux,MID,3.41,52.03,0.96,plattogm,no change
Lux,SUPPORT,4.81,49.46,0.96,plattogm,no change
Malphite,TOP,4.48,51.48,6,plattogm,no change
Malphite,MID,1,55.43,6,plattogm,no change
Malzahar,MID,3.1,51.93,2.84,plattogm,no change
Malzahar,TOP,0.42,49.09,2.84,plattogm,no change
Maokai,SUPPORT,2.39,54.51,0.29,plattogm,tweak
Maokai,TOP,0.46,46.18,0.3,plattogm,tweak
Master Yi,JUNGLE,4.43,51.18,6.16,plattogm,no change
Miss Fortune,ADC,4.36,49.55,0.21,plattogm,no change
Mordekaiser,TOP,4.97,48.91,5.27,plattogm,no change
Mordekaiser,MID,0.72,49.08,5.27,plattogm,no change
Mordekaiser,JUNGLE,0.59,50.39,5.27,plattogm,no change
Morgana,SUPPORT,6.25,51.2,22.66,plattogm,no change
Morgana,MID,0.74,54.37,25.62,plattogm,no change
Nami,SUPPORT,5.3,52.94,0.14,plattogm,no change
Nasus,TOP,2.92,53.22,2.46,plattogm,no change
Nasus,MID,0.27,52.12,2.46,plattogm,no change
Nautilus,SUPPORT,9.1,50.34,10.74,plattogm,no change
Neeko,MID,1.03,49.94,0.18,plattogm,no change
Neeko,SUPPORT,0.41,49.96,0.18,plattogm,no change
Neeko,TOP,0.22,47.1,0.2,plattogm,no change
Nidalee,JUNGLE,6.41,50.22,3.56,plattogm,no change
Nocturne,JUNGLE,5.78,52.38,13.17,plattogm,no change
Olaf,JUNGLE,2.47,52.26,1.68,plattogm,no change
Olaf,TOP,0.3,48.62,1.63,plattogm,no change
Orianna,MID,3.38,48.9,0.19,plattogm,no change
Ornn,TOP,2.98,53.76,0.32,plattogm,no change
Pantheon,MID,1.94,50.87,1.78,plattogm,no change
Pantheon,TOP,1.03,47.16,1.78,plattogm,no change
Pantheon,SUPPORT,1.65,47.64,1.78,plattogm,no change
Poppy,TOP,1.32,52.19,0.85,plattogm,no change
Poppy,JUNGLE,1.67,50.77,0.85,plattogm,no change
Pyke,SUPPORT,7.35,48.51,5.44,plattogm,no change
Pyke,MID,0.85,50.37,5.44,plattogm,no change
Qiyana,MID,4.86,49.3,5.63,plattogm,no change
Quinn,TOP,1.4,51.78,0.66,plattogm,no change
Quinn,MID,0.24,55.1,0.68,plattogm,no change
Rakan,SUPPORT,5.49,51.29,0.28,plattogm,no change
Rammus,JUNGLE,2.02,53.13,3.1,plattogm,no change
Rek'Sai,JUNGLE,2.67,50.38,1.38,plattogm,no change
Rell,SUPPORT,2.99,51.53,1.01,plattogm,no change
Renekton,TOP,4.8,47.34,5.59,plattogm,no change
Renekton,MID,1.22,51.76,5.59,plattogm,no change
Rengar,TOP,1.39,49.71,3.17,plattogm,no change
Rengar,JUNGLE,3.19,47.57,3.17,plattogm,no change
Riven,TOP,6.78,53.04,4.08,plattogm,no change
Riven,MID,1.09,55.36,4.08,plattogm,no change
Rumble,MID,0.96,50.38,0.63,plattogm,no change
Rumble,TOP,0.74,49.47,0.63,plattogm,no change
Rumble,JUNGLE,1.73,46.11,0.63,plattogm,no change
Ryze,MID,4.53,47.11,0.54,plattogm,no change
Ryze,TOP,1.34,48.83,0.54,plattogm,no change
Samira,ADC,9.38,49.28,20.32,plattogm,no change
Sejuani,TOP,0.31,49.93,0.21,plattogm,no change
Sejuani,JUNGLE,1.77,45.45,0.19,plattogm,no change
Senna,SUPPORT,7.24,50.85,5.87,plattogm,no change
Seraphine,SUPPORT,4.03,49.86,1.41,plattogm,no change
Seraphine,MID,1.06,50.32,1.41,plattogm,no change
Seraphine,ADC,0.83,52.87,1.41,plattogm,no change
Sett,TOP,9.9,50.2,10.62,plattogm,no change
Sett,MID,2.08,50.77,10.62,plattogm,no change
Sett,SUPPORT,1.97,44.4,10.62,plattogm,no change
Shaco,JUNGLE,4.36,48.04,17.25,plattogm,no change
Shaco,SUPPORT,1.12,50.94,17.25,plattogm,no change
Shen,TOP,4.85,51.47,1.47,plattogm,no change
Shen,SUPPORT,0.53,48.43,1.47,plattogm,no change
Shyvana,JUNGLE,2.48,49.79,0.41,plattogm,no change
Shyvana,TOP,0.27,50.65,0.42,plattogm,no change
Singed,MID,0.23,59.88,0.28,plattogm,no change
Singed,TOP,1.42,52.23,0.28,plattogm,no change
Sion,TOP,2.45,48.93,0.17,plattogm,no change
Sion,MID,0.36,50.11,0.17,plattogm,no change
Sivir,ADC,2.65,50.37,0.25,plattogm,buff
Skarner,TOP,0.12,53.26,0.15,plattogm,no change
Skarner,JUNGLE,0.92,51.16,0.16,plattogm,no change
Sona,SUPPORT,2.39,54.06,0.11,plattogm,tweak
Soraka,SUPPORT,4.49,52.54,0.54,plattogm,no change
Swain,MID,0.53,49.79,1.5,plattogm,no change
Swain,SUPPORT,1.96,49.08,1.5,plattogm,no change
Swain,ADC,0.82,49.8,1.5,plattogm,no change
Sylas,MID,8.88,50.17,12.62,plattogm,no change
Sylas,TOP,3.36,49.44,12.62,plattogm,no change
Syndra,MID,5.42,47.86,1.4,plattogm,no change
Syndra,ADC,1.17,47.86,1.4,plattogm,no change
Tahm Kench,TOP,9.2,50.99,24.05,plattogm,nerf
Tahm Kench,SUPPORT,1.31,48.24,24.05,plattogm,nerf
Taliyah,JUNGLE,1.22,50.17,0.19,plattogm,no change
Talon,MID,3.74,52.75,3.4,plattogm,no change
Talon,TOP,0.49,54.87,3.4,plattogm,no change
Taric,SUPPORT,1.51,50.9,0.2,plattogm,no change
Teemo,TOP,2.16,48.94,1.27,plattogm,no change
Teemo,MID,0.38,48.59,1.41,plattogm,no change
Thresh,SUPPORT,17.85,51.09,17.66,plattogm,no change
Tristana,ADC,9.99,50.65,5.22,plattogm,no change
Trundle,JUNGLE,3.33,52.21,1.42,plattogm,no change
Trundle,SUPPORT,1.72,50.66,1.42,plattogm,no change
Trundle,TOP,2.11,48.11,1.42,plattogm,no change
Tryndamere,TOP,2.91,48.64,4.04,plattogm,no change
Tryndamere,MID,0.88,48.77,4.04,plattogm,no change
Twisted Fate,MID,3.4,50.27,0.28,plattogm,no change
Twitch,ADC,4.95,50.07,1.59,plattogm,no change
Udyr,JUNGLE,1.12,48.18,0.77,plattogm,no change
Urgot,TOP,2.48,49.66,1.17,plattogm,no change
Urgot,MID,0.3,52.26,1.29,plattogm,no change
Varus,ADC,7.25,49.89,1.35,plattogm,no change
Vayne,ADC,13.9,53.01,9.56,plattogm,no change
Veigar,MID,2.17,49.75,0.51,plattogm,no change
Veigar,ADC,0.99,52.4,0.51,plattogm,no change
Veigar,SUPPORT,0.65,49.32,0.55,plattogm,no change
Vel'Koz,MID,1.25,47.57,0.37,plattogm,no change
Vel'Koz,SUPPORT,1.67,50.44,0.37,plattogm,no change
Vi,JUNGLE,1.98,53.28,0.26,plattogm,no change
Viego,JUNGLE,14.14,50.33,41.5,plattogm,no change
Viego,TOP,1.89,49.2,41.5,plattogm,no change
Viktor,MID,3.42,52.48,0.45,plattogm,no change
Vladimir,MID,3.83,52.2,6.86,plattogm,buff
Vladimir,TOP,1.47,49.37,6.86,plattogm,buff
Volibear,TOP,2.4,49.16,2.51,plattogm,no change
Volibear,JUNGLE,3.58,48.88,2.51,plattogm,no change
Warwick,JUNGLE,2.46,49.42,0.89,plattogm,no change
Warwick,TOP,1,49.19,0.89,plattogm,no change
Wukong,TOP,3.51,51.28,1.8,plattogm,no change
Wukong,MID,0.51,52.43,1.8,plattogm,no change
Wukong,JUNGLE,0.49,52.83,1.83,plattogm,no change
Xayah,ADC,4.09,48.52,0.19,plattogm,no change
Xerath,MID,2.74,52.87,2.99,plattogm,no change
Xerath,SUPPORT,4.09,51.39,2.99,plattogm,no change
Xin Zhao,JUNGLE,10.9,52.36,31.28,plattogm,nerf
Yasuo,MID,9.3,51.41,15.92,plattogm,no change
Yasuo,TOP,2.17,51.88,15.92,plattogm,no change
Yasuo,ADC,1.98,50.78,15.92,plattogm,no change
Yone,MID,7.27,49.21,12.26,plattogm,no change
Yone,TOP,2.59,48.5,12.26,plattogm,no change
Yorick,TOP,1.49,48.16,1.01,plattogm,no change
Yorick,MID,0.18,51.62,1.17,plattogm,no change
Yuumi,SUPPORT,11.64,50.67,18.46,plattogm,no change
Zac,JUNGLE,4.97,50.56,2.5,plattogm,no change
Zed,MID,9.72,51.16,33.37,plattogm,no change
Ziggs,ADC,9.62,52.32,15.56,plattogm,tweak
Ziggs,MID,2.47,50.5,15.56,plattogm,tweak
Zilean,SUPPORT,3.6,52.97,1.18,plattogm,no change
Zilean,MID,0.57,53.4,1.18,plattogm,no change
Zoe,MID,3.07,48.24,1.46,plattogm,no change
Zyra,SUPPORT,3.69,53.72,1.34,plattogm,no change
Aatrox,TOP,4.85,49.36,2.18,plattogm,no change
Aatrox,MID,0.72,51.63,2.18,plattogm,no change
Ahri,MID,4.81,51.62,0.93,plattogm,no change
Akali,MID,3.66,45.84,6.57,plattogm,no change
Akali,TOP,2.11,47.49,6.57,plattogm,no change
Akshan,MID,6.32,49.22,33.44,plattogm,nerf
Akshan,TOP,1.29,47.27,33.44,plattogm,nerf
Akshan,ADC,2.4,45.35,33.44,plattogm,nerf
Alistar,SUPPORT,5.62,50.44,1.53,plattogm,no change
Amumu,JUNGLE,1.92,51.19,0.51,plattogm,tweak
Anivia,MID,3.14,51.14,3.25,plattogm,no change
Anivia,SUPPORT,0.43,47.07,3.4,plattogm,no change
Annie,MID,2.51,52.32,0.9,plattogm,no change
Aphelios,ADC,11,49.31,4.01,plattogm,no change
Ashe,ADC,17.77,52.64,4.32,plattogm,no change
Aurelion Sol,MID,0.74,54.36,0.21,plattogm,no change
Azir,MID,1.31,50.45,0.21,plattogm,no change
Bard,SUPPORT,5.15,53.41,1.18,plattogm,no change
Blitzcrank,SUPPORT,6.42,53.44,8.69,plattogm,no change
Brand,MID,0.61,55.55,2.76,plattogm,no change
Brand,SUPPORT,3.52,51.64,2.24,plattogm,no change
Braum,SUPPORT,4.53,52,0.54,plattogm,no change
Caitlyn,ADC,10.23,49.84,3.48,plattogm,no change
Camille,TOP,12.23,51.87,13.13,plattogm,no change
Cassiopeia,MID,3.66,51.58,2.43,plattogm,no change
Cassiopeia,TOP,1.07,49.5,2.43,plattogm,no change
Cassiopeia,ADC,0.82,48.03,2.43,plattogm,no change
Cho'Gath,TOP,1.64,51.51,0.49,plattogm,no change
Cho'Gath,MID,0.46,51.79,0.57,plattogm,no change
Corki,MID,1.59,53.38,0.17,plattogm,no change
Darius,TOP,4.74,49,14.38,plattogm,no change
Darius,MID,0.58,54.5,14.38,plattogm,no change
Diana,JUNGLE,8.38,49.16,12.86,plattogm,no change
Diana,MID,2.33,49.23,12.86,plattogm,no change
Dr. Mundo,TOP,3.56,50.76,3.14,plattogm,no change
Draven,ADC,6.42,50,10.27,plattogm,no change
Ekko,MID,3.56,49.71,2.5,plattogm,buff
Ekko,JUNGLE,4.76,50.75,2.5,plattogm,buff
Elise,JUNGLE,3.19,49.77,4.8,plattogm,no change
Evelynn,JUNGLE,5.84,49.74,12.86,plattogm,buff
Ezreal,ADC,24.47,50.83,11.32,plattogm,no change
Fiddlesticks,JUNGLE,4.71,52.2,6.48,plattogm,no change
Fiora,TOP,8,50.45,17.34,plattogm,no change
Fizz,MID,2.73,54.32,3.63,plattogm,no change
Galio,MID,2.7,53.78,0.91,plattogm,no change
Galio,SUPPORT,1.7,52.02,0.91,plattogm,no change
Gangplank,TOP,3.62,48.91,1.83,plattogm,tweak
Gangplank,MID,0.61,45,1.83,plattogm,tweak
Garen,TOP,3.51,54.99,1.48,plattogm,no change
Garen,MID,0.68,52.03,1.74,plattogm,no change
Gnar,TOP,4.11,51.32,1.06,plattogm,no change
Gragas,JUNGLE,2.13,50.45,0.31,plattogm,no change
Gragas,TOP,0.92,49.2,0.31,plattogm,no change
Gragas,SUPPORT,0.88,46.71,0.31,plattogm,no change
Graves,JUNGLE,9,50.68,9.26,plattogm,nerf
Graves,MID,3.32,54.16,9.26,plattogm,nerf
Graves,TOP,1.42,53.64,9.26,plattogm,nerf
Gwen,TOP,3.43,48.36,9.71,plattogm,no change
Gwen,MID,0.45,48.81,9.71,plattogm,no change
Gwen,JUNGLE,0.97,47.99,9.71,plattogm,no change
Hecarim,JUNGLE,3.96,50.81,1.95,plattogm,no change
