champ,role,winrate,rank,banrate,pickrate,change
Samira,ADC,50.09,irontogold,32.75,13.5,no change
Sejuani,JUNGLE,50.14,irontogold,0.16,1.74,no change
Senna,SUPPORT,49.45,irontogold,15.68,12.72,no change
Senna,ADC,50.45,irontogold,15.68,2.45,no change
Seraphine,SUPPORT,48.93,irontogold,6.21,5.6,no change
Sett,TOP,51.51,irontogold,7.37,10.28,no change
Sett,MID,54.04,irontogold,7.37,1.84,no change
Sett,SUPPORT,46.97,irontogold,7.37,2.08,no change
Shaco,JUNGLE,50.81,irontogold,22.64,7.65,no change
Shaco,SUPPORT,52.27,irontogold,22.64,1.91,no change
Shen,TOP,52.22,irontogold,3.65,6.84,no change
Shen,SUPPORT,50.13,irontogold,3.65,0.78,no change
Shyvana,JUNGLE,49.46,irontogold,0.33,1.68,no change
Shyvana,TOP,48.83,irontogold,0.33,0.24,no change
Singed,TOP,51.85,irontogold,0.23,1.17,no change
Sion,TOP,52.35,irontogold,0.5,3.09,no change
Sivir,ADC,51.73,irontogold,2.4,5.52,no change
Skarner,JUNGLE,52.71,irontogold,0.28,0.95,no change
Sona,SUPPORT,51.2,irontogold,0.13,2.11,no change
Soraka,SUPPORT,50.4,irontogold,0.54,3.89,no change
Swain,MID,54.87,irontogold,6.53,0.77,no change
Swain,SUPPORT,51.55,irontogold,6.53,4.83,no change
Swain,ADC,53.71,irontogold,6.53,0.82,no change
Sylas,MID,48.84,irontogold,10.41,8.95,no change
Sylas,TOP,48.21,irontogold,10.41,4.75,no change
Syndra,MID,46.48,irontogold,0.66,2.02,no change
Tahm Kench,TOP,46.26,irontogold,0.4,1.03,no change
Tahm Kench,ADC,49.09,irontogold,0.4,0.37,no change
Tahm Kench,SUPPORT,45.11,irontogold,0.4,0.45,no change
Taliyah,JUNGLE,47.84,irontogold,0.12,0.67,no change
Taliyah,SUPPORT,48.7,irontogold,0.13,0.09,no change
Taliyah,MID,46.22,irontogold,0.12,0.1,no change
Talon,MID,49.32,irontogold,4.25,4.94,nerf
Taric,SUPPORT,52.02,irontogold,0.14,1.23,no change
Teemo,TOP,50.45,irontogold,7.64,5.07,no change
Thresh,SUPPORT,49.21,irontogold,9.35,13.66,tweak
Tristana,ADC,50.87,irontogold,16.24,14.15,no change
Trundle,JUNGLE,51.72,irontogold,0.29,1.73,no change
Trundle,TOP,52.42,irontogold,0.29,0.69,no change
Tryndamere,MID,52.27,irontogold,3.83,0.65,no change
Tryndamere,TOP,47.95,irontogold,3.83,3.25,no change
Tryndamere,JUNGLE,46.21,irontogold,3.83,0.44,no change
Twisted Fate,MID,46.66,irontogold,0.32,3.41,no change
Twitch,ADC,50.27,irontogold,2.38,4.86,no change
Udyr,JUNGLE,49.54,irontogold,10.23,4.47,no change
Urgot,TOP,52.63,irontogold,8.58,6.47,no change
Varus,ADC,49.45,irontogold,0.61,5.1,no change
Vayne,ADC,50.34,irontogold,11.8,11.67,no change
Vayne,TOP,46.99,irontogold,11.8,2.13,no change
Veigar,MID,51.33,irontogold,1.7,4.19,no change
Veigar,SUPPORT,49.85,irontogold,1.7,1.21,no change
Vel'Koz,MID,51.25,irontogold,1.07,2.03,no change
Vel'Koz,SUPPORT,50.37,irontogold,1.07,2.48,no change
Vi,JUNGLE,51.45,irontogold,0.51,3.26,no change
Viego,JUNGLE,49.69,irontogold,13.6,6.9,no change
Viego,MID,51.02,irontogold,13.6,2.37,no change
Viego,TOP,48.49,irontogold,13.6,1.15,no change
Viktor,MID,50.79,irontogold,0.62,3.33,no change
Vladimir,MID,50.28,irontogold,7.27,5.13,no change
Vladimir,TOP,49.66,irontogold,7.27,2.02,no change
Volibear,JUNGLE,52.14,irontogold,7.49,6.23,no change
Volibear,TOP,50.34,irontogold,7.49,4.17,no change
Warwick,JUNGLE,51.88,irontogold,3.08,6.31,no change
Warwick,TOP,50.55,irontogold,3.08,0.87,no change
Wukong,TOP,52.4,irontogold,2.11,3.63,no change
Wukong,MID,53.32,irontogold,2.11,0.58,no change
Wukong,JUNGLE,49.89,irontogold,2.11,0.7,no change
Xayah,ADC,47.51,irontogold,0.42,3.72,no change
Xerath,MID,51.62,irontogold,4.29,3.79,no change
Xerath,SUPPORT,50.96,irontogold,4.29,4.86,no change
Xin Zhao,JUNGLE,51.8,irontogold,2,6.08,no change
Yasuo,MID,51.06,irontogold,26.3,13.01,no change
Yasuo,TOP,51.65,irontogold,26.3,2.93,no change
Yasuo,ADC,51.32,irontogold,26.3,1.92,no change
Yone,MID,50.77,irontogold,23.3,10.26,no change
Yone,TOP,49.58,irontogold,23.3,2.61,no change
Yorick,TOP,51.67,irontogold,4.23,2.66,no change
Yuumi,SUPPORT,49.39,irontogold,5.87,6.74,buff
Zac,JUNGLE,52.52,irontogold,0.88,3.38,no change
Zed,MID,49.36,irontogold,42.32,11.16,no change
Ziggs,MID,48.78,irontogold,0.16,1.2,no change
Ziggs,SUPPORT,50.72,irontogold,0.16,0.28,no change
Ziggs,ADC,52.35,irontogold,0.16,0.23,no change
Zilean,MID,53.21,irontogold,0.56,0.36,no change
Zilean,SUPPORT,51.39,irontogold,0.56,2.54,no change
Zoe,MID,46,irontogold,1.18,2.23,no change
Zyra,SUPPORT,51.08,irontogold,1.78,3.86,buff
Aatrox,TOP,50.31,plattogm,4,6.2,no change
Aatrox,MID,53.21,plattogm,4,0.93,no change
Ahri,MID,52.68,plattogm,1.04,4.44,no change
Akali,MID,47.42,plattogm,14.33,7.71,no change
Akali,TOP,49.41,plattogm,14.33,3.62,no change
Alistar,SUPPORT,51.37,plattogm,4.13,9.09,no change
Amumu,JUNGLE,54.16,plattogm,0.5,1.83,no change
Anivia,MID,51.63,plattogm,4.61,3.21,no change
Annie,MID,54.85,plattogm,0.71,1.9,no change
Aphelios,ADC,48.19,plattogm,0.48,3.13,no change
Ashe,ADC,50.96,plattogm,0.44,5.9,no change
Aurelion Sol,MID,56.72,plattogm,0.22,0.85,no change
Aurelion Sol,TOP,59.16,plattogm,0.21,0.1,no change
Azir,MID,49.83,plattogm,0.19,1.08,buff
Bard,SUPPORT,52.34,plattogm,1.63,5.03,no change
Blitzcrank,SUPPORT,51.65,plattogm,7.2,5.55,no change
Brand,SUPPORT,53.03,plattogm,2.1,2.65,no change
Brand,MID,53.06,plattogm,2.58,0.59,no change
Braum,SUPPORT,51,plattogm,0.31,2.83,no change
Caitlyn,ADC,52.16,plattogm,3.56,8.98,no change
Camille,TOP,51.51,plattogm,4.33,5.44,no change
Cassiopeia,MID,50.6,plattogm,0.84,1.63,no change
Cassiopeia,ADC,52.33,plattogm,0.87,0.23,no change
Cassiopeia,TOP,49.58,plattogm,0.87,0.35,no change
Cho'Gath,TOP,52.63,plattogm,1.13,2.88,no change
Cho'Gath,MID,49.75,plattogm,1.13,0.74,no change
Corki,MID,51.16,plattogm,0.2,1.6,no change
Corki,TOP,53.22,plattogm,0.22,0.18,no change
Darius,TOP,52.18,plattogm,28.43,5.82,no change
Darius,MID,56.96,plattogm,28.43,0.66,no change
Diana,JUNGLE,50.02,plattogm,26.46,9.91,no change
Diana,MID,53.92,plattogm,26.46,2.93,no change
Dr. Mundo,TOP,51.63,plattogm,0.93,0.76,no change
Dr. Mundo,JUNGLE,50.04,plattogm,0.78,1.01,no change
Draven,ADC,50.2,plattogm,3.87,4.49,no change
Ekko,MID,52.37,plattogm,2.75,3.56,no change
Ekko,JUNGLE,51.85,plattogm,2.75,4.35,no change
Elise,JUNGLE,52.4,plattogm,12.42,6.3,nerf
Evelynn,JUNGLE,50.11,plattogm,11.38,4.5,no change
Ezreal,ADC,48.84,plattogm,2.14,15.96,buff
Fiddlesticks,JUNGLE,51.5,plattogm,6.94,4.81,no change
Fiora,TOP,52.93,plattogm,7.68,4.84,no change
Fizz,MID,52.44,plattogm,5.73,2.88,no change
Galio,MID,53.23,plattogm,1.99,3.46,no change
Galio,SUPPORT,48.23,plattogm,1.99,2.51,no change
Gangplank,TOP,46.41,plattogm,2.3,3.87,no change
Gangplank,MID,49.52,plattogm,2.3,0.66,no change
Garen,TOP,53.45,plattogm,2.82,4.02,no change
Garen,MID,53.43,plattogm,3.4,0.81,no change
Gnar,TOP,50.4,plattogm,5.43,6.67,no change
Gragas,MID,54,plattogm,0.36,0.45,no change
Gragas,JUNGLE,50.99,plattogm,0.36,2.22,no change
Gragas,SUPPORT,46.82,plattogm,0.36,1.02,no change
Gragas,TOP,47.23,plattogm,0.36,0.8,no change
Graves,JUNGLE,47.74,plattogm,1.5,3.52,buff
Gwen,TOP,49.6,plattogm,24.45,5.69,no change
Gwen,JUNGLE,53.45,plattogm,24.45,1.71,no change
Gwen,MID,47.85,plattogm,24.45,1.74,no change
Hecarim,JUNGLE,43.64,plattogm,3.52,2.23,buff
Heimerdinger,ADC,55.78,plattogm,0.53,0.44,no change
Heimerdinger,MID,47.98,plattogm,0.53,0.7,no change
Heimerdinger,TOP,50.03,plattogm,0.53,0.69,no change
Illaoi,TOP,45.76,plattogm,1.21,1.29,no change
Irelia,TOP,46.72,plattogm,14.35,5.35,no change
Irelia,MID,46.52,plattogm,14.35,3.3,no change
Ivern,JUNGLE,49.02,plattogm,0.53,1.8,no change
Janna,SUPPORT,51.41,plattogm,0.57,5.79,no change
Jarvan IV,JUNGLE,49.54,plattogm,0.13,2.14,no change
Jax,TOP,51.16,plattogm,5.14,4.21,no change
Jax,MID,55.82,plattogm,5.14,0.48,no change
Jayce,TOP,48.48,plattogm,2.36,4.78,no change
Jayce,MID,49.74,plattogm,2.36,1.81,no change
Jhin,ADC,52.23,plattogm,1.85,14.07,no change
Jinx,ADC,51.79,plattogm,6.65,18.24,no change
Kai'Sa,ADC,50.08,plattogm,9.47,29.7,no change
Kalista,ADC,50.9,plattogm,0.24,1.75,no change
Kalista,TOP,42.08,plattogm,0.23,0.21,no change
Karma,SUPPORT,47.43,plattogm,1.89,9.58,no change
Karthus,JUNGLE,51.53,plattogm,3.86,2.84,no change
Karthus,ADC,53.89,plattogm,3.86,0.42,no change
Kassadin,MID,51.72,plattogm,16.18,4.2,no change
Katarina,MID,50.83,plattogm,16.98,7.9,no change
Kayle,TOP,52.34,plattogm,2.62,4.57,no change
Kayle,MID,53.07,plattogm,2.62,1.79,no change
Kayn,JUNGLE,51.14,plattogm,10.83,9.68,no change
Kennen,MID,54.6,plattogm,0.42,0.52,no change
Kennen,TOP,47.95,plattogm,0.42,2.04,no change
Kha'Zix,JUNGLE,52.4,plattogm,7.77,9.4,no change
Kindred,JUNGLE,50.73,plattogm,4.81,6.93,no change
Kled,TOP,54.03,plattogm,1.08,2.35,no change
Kled,MID,53.9,plattogm,1.08,0.5,no change
Kog'Maw,ADC,51.62,plattogm,1.83,5.77,no change
LeBlanc,MID,49.91,plattogm,4.51,4.48,no change
Lee Sin,TOP,50.77,plattogm,27.34,8.35,nerf
Lee Sin,JUNGLE,51.35,plattogm,27.34,17.04,nerf
Lee Sin,MID,51.53,plattogm,27.34,3.52,nerf
Leona,SUPPORT,51.57,plattogm,19.01,12.1,nerf
Lillia,JUNGLE,43.52,plattogm,0.48,2.01,no change
Lissandra,MID,52.17,plattogm,0.41,1.96,no change
Lissandra,TOP,53.42,plattogm,0.39,0.24,no change
Lucian,MID,47.09,plattogm,3.58,4.76,no change
Lucian,ADC,49.49,plattogm,3.58,5.16,no change
Lucian,TOP,47.97,plattogm,3.58,1.42,no change
Lulu,SUPPORT,51.91,plattogm,37.67,16.57,no change
Lux,MID,51.41,plattogm,1.03,4.19,no change
Lux,SUPPORT,50.08,plattogm,1.03,4.96,no change
Malphite,TOP,50.18,plattogm,7.83,4.89,no change
Malphite,MID,49.93,plattogm,7.83,1.02,no change
Malzahar,MID,53.7,plattogm,2.3,2.7,no change
Malzahar,TOP,55.32,plattogm,2.68,0.33,no change
Maokai,SUPPORT,53.07,plattogm,0.36,2.16,no change
Maokai,TOP,52.75,plattogm,0.37,0.79,no change
Master Yi,JUNGLE,46.8,plattogm,5.97,3.87,tweak
Miss Fortune,ADC,51.3,plattogm,0.31,4.88,no change
Mordekaiser,TOP,51.41,plattogm,6.52,6.03,no change
Mordekaiser,MID,50.96,plattogm,6.52,0.87,no change
Mordekaiser,JUNGLE,50.79,plattogm,7.39,0.86,no change
Morgana,JUNGLE,52.78,plattogm,60.95,9.43,nerf
Morgana,SUPPORT,50.88,plattogm,60.95,4.27,nerf
Nami,SUPPORT,52.85,plattogm,0.18,5.11,no change
Nasus,TOP,50.66,plattogm,2.38,3.12,no change
Nasus,MID,53.52,plattogm,2.38,0.34,no change
Nautilus,SUPPORT,50.31,plattogm,9.64,11.41,tweak
Neeko,MID,50.82,plattogm,0.24,1.27,no change
Neeko,SUPPORT,52.04,plattogm,0.24,0.48,no change
Neeko,TOP,46.17,plattogm,0.25,0.24,no change
Nidalee,JUNGLE,48.23,plattogm,2.48,5.44,no change
Nocturne,JUNGLE,52.04,plattogm,4.98,5.5,no change
Nocturne,MID,53.65,plattogm,4.98,1.09,no change
Nocturne,TOP,52.8,plattogm,4.98,1.64,no change
Olaf,JUNGLE,51.08,plattogm,2.21,2.55,no change
Olaf,TOP,48.95,plattogm,2.01,0.25,no change
Orianna,MID,47.73,plattogm,0.42,3.92,no change
Ornn,TOP,54.16,plattogm,0.7,4.15,no change
Pantheon,MID,50.71,plattogm,3.24,2.22,no change
Pantheon,TOP,53.44,plattogm,3.24,0.92,no change
Pantheon,SUPPORT,43.72,plattogm,3.24,1.59,no change
Poppy,TOP,51.42,plattogm,1.14,1.76,no change
Poppy,JUNGLE,51.49,plattogm,1.14,1.59,no change
Pyke,SUPPORT,47.83,plattogm,4.91,6.21,no change
Qiyana,MID,50.88,plattogm,11.01,5.99,nerf
Quinn,TOP,52.3,plattogm,0.81,1.37,no change
Quinn,MID,51.97,plattogm,0.88,0.27,no change
Rakan,SUPPORT,51.69,plattogm,0.21,4.53,no change
Rammus,JUNGLE,50.56,plattogm,5.36,2.23,no change
Rek'Sai,JUNGLE,50.25,plattogm,2.28,3.6,no change
Rell,SUPPORT,49.66,plattogm,3.85,3.53,no change
Renekton,TOP,49.35,plattogm,8.06,6.26,no change
Renekton,MID,49.61,plattogm,8.06,1.63,no change
Rengar,JUNGLE,48.87,plattogm,3.91,2.92,no change
Rengar,TOP,51.67,plattogm,3.91,1.03,no change
Riven,TOP,53.32,plattogm,3.64,5.76,no change
Riven,MID,54.41,plattogm,3.64,0.92,no change
Rumble,JUNGLE,46.52,plattogm,32.01,11,nerf
Rumble,MID,50.19,plattogm,32.01,1.61,nerf
Rumble,TOP,48.59,plattogm,32.01,1.7,nerf
Ryze,MID,45.27,plattogm,0.25,2.21,buff
Ryze,TOP,43.68,plattogm,0.25,0.71,buff
Samira,ADC,50.63,plattogm,27.59,12.25,no change
Sejuani,JUNGLE,51.78,plattogm,0.13,1.9,no change
Senna,SUPPORT,51.32,plattogm,16.25,12.8,tweak
Senna,ADC,49.88,plattogm,16.25,1.58,tweak
Seraphine,SUPPORT,50.22,plattogm,3.3,4.09,buff
Seraphine,ADC,54.6,plattogm,3.3,0.62,buff
Seraphine,MID,51.47,plattogm,3.3,0.83,buff
Sett,TOP,51.6,plattogm,7.69,10.59,no change
Sett,MID,51.57,plattogm,7.69,2.36,no change
Sett,SUPPORT,45.6,plattogm,7.69,2.91,no change
Shaco,JUNGLE,53.33,plattogm,22.32,7.17,nerf
Shaco,SUPPORT,45.97,plattogm,22.32,1.45,nerf
Shen,TOP,50.99,plattogm,5.45,7.49,no change
Shyvana,JUNGLE,50.88,plattogm,0.17,1.09,no change
Shyvana,TOP,48.42,plattogm,0.17,0.18,no change
Singed,MID,52.45,plattogm,0.24,0.21,tweak
Singed,TOP,47.68,plattogm,0.26,1.28,tweak
Sion,TOP,52.76,plattogm,0.34,3.82,no change
Sion,MID,53.97,plattogm,0.34,0.54,no change
Sivir,ADC,50.34,plattogm,0.72,3.74,no change
Skarner,TOP,54.5,plattogm,0.18,0.12,no change
Skarner,JUNGLE,52.25,plattogm,0.19,0.92,no change
Sona,SUPPORT,55.5,plattogm,0.09,2.04,no change
Soraka,SUPPORT,51.25,plattogm,0.35,3.56,no change
Swain,ADC,55.26,plattogm,2.28,1.1,no change
Swain,MID,53.69,plattogm,2.28,0.61,no change
Swain,SUPPORT,45.66,plattogm,2.28,2.35,no change
Sylas,MID,51.13,plattogm,17.36,13.23,no change
Sylas,TOP,49.99,plattogm,17.36,5.68,no change
Syndra,MID,47.64,plattogm,0.47,2.32,no change
Tahm Kench,ADC,50.95,plattogm,0.36,0.82,no change
Tahm Kench,TOP,46.69,plattogm,0.27,0.71,no change
Tahm Kench,SUPPORT,41.18,plattogm,0.36,0.61,no change
Taliyah,JUNGLE,51.13,plattogm,0.22,1.51,no change
Taliyah,MID,50.38,plattogm,0.22,0.17,no change
Talon,MID,52.31,plattogm,5.91,4.38,no change
Talon,TOP,53.85,plattogm,5.91,0.46,no change
Taric,SUPPORT,48.4,plattogm,0.19,1.38,no change
Teemo,TOP,52.77,plattogm,1.4,2.07,buff
Teemo,MID,53.33,plattogm,1.62,0.34,buff
Thresh,SUPPORT,50.89,plattogm,20.49,18.1,no change
Tristana,ADC,51.12,plattogm,11.7,15.39,no change
Trundle,JUNGLE,59.05,plattogm,0.18,1,no change
Trundle,TOP,56.04,plattogm,0.16,0.62,no change
Trundle,SUPPORT,49.96,plattogm,0.18,0.14,no change
Tryndamere,TOP,47.91,plattogm,2.43,2.21,no change
Tryndamere,MID,50.69,plattogm,2.43,0.68,no change
Twisted Fate,MID,50.73,plattogm,0.54,3.69,no change
Twitch,ADC,50.24,plattogm,1.98,4.64,no change
Udyr,JUNGLE,49.59,plattogm,9.95,5.55,no change
Urgot,TOP,52.72,plattogm,4.7,5.08,nerf
Urgot,MID,57.12,plattogm,4.7,0.58,nerf
Varus,ADC,49.53,plattogm,4.52,11.33,no change
Vayne,ADC,53.44,plattogm,7.55,10.43,no change
Veigar,MID,51.28,plattogm,0.49,2.08,no change
Veigar,ADC,53.23,plattogm,0.49,0.82,no change
Veigar,SUPPORT,50.2,plattogm,0.49,0.5,no change
Vel'Koz,MID,53.72,plattogm,0.45,1.69,no change
Vel'Koz,SUPPORT,47.7,plattogm,0.45,1.47,no change
Vi,JUNGLE,50.99,plattogm,0.25,2.23,tweak
Viego,MID,50.54,plattogm,14.89,3.36,no change
Viego,JUNGLE,48.4,plattogm,14.89,6.54,no change
Viego,TOP,51.66,plattogm,14.89,1.44,no change
Viktor,MID,52.43,plattogm,0.75,5.4,no change
Vladimir,MID,53.79,plattogm,12.5,5.18,no change
Vladimir,TOP,50.67,plattogm,12.5,2.77,no change
Volibear,TOP,50.84,plattogm,4.82,3.35,no change
Volibear,JUNGLE,52.6,plattogm,4.82,4.04,no change
Warwick,JUNGLE,49.71,plattogm,0.6,2.37,no change
Warwick,TOP,51.64,plattogm,0.6,0.84,no change
Wukong,TOP,52.77,plattogm,2.4,4.05,no change
Wukong,MID,52.18,plattogm,2.4,0.68,no change
Xayah,ADC,49.25,plattogm,0.22,3.91,no change
Xerath,MID,51.87,plattogm,2.15,3.46,no change
Xerath,SUPPORT,49.91,plattogm,2.15,3.6,no change
Xin Zhao,JUNGLE,54.05,plattogm,2.16,6.7,no change
Yasuo,MID,50.42,plattogm,14.62,7.8,no change
Yasuo,TOP,52.22,plattogm,14.62,1.81,no change
Yasuo,ADC,52.31,plattogm,14.62,1.62,no change
Yone,MID,50.6,plattogm,19.91,8.13,no change
Yone,TOP,52.54,plattogm,19.91,2.23,no change
Yorick,MID,50.95,plattogm,1.56,0.16,no change
Yorick,TOP,46.64,plattogm,1.24,1.26,no change
Yuumi,SUPPORT,47.71,plattogm,9.49,8.88,no change
Zac,JUNGLE,54.28,plattogm,1.55,4.92,no change
Zed,MID,50.54,plattogm,33.52,10.51,no change
Ziggs,ADC,57.53,plattogm,0.08,0.36,no change
Ziggs,MID,48.04,plattogm,0.08,0.92,no change
Zilean,SUPPORT,54.76,plattogm,1.22,3.62,no change
Zilean,MID,55.87,plattogm,1.22,0.59,no change
Zoe,MID,47.93,plattogm,2.38,4.13,no change
Zyra,SUPPORT,52.77,plattogm,1.12,3.66,no change
Aatrox,TOP,50.52,plattogm,3.77,5.87,no change
Aatrox,MID,52.35,plattogm,3.77,0.83,no change
Ahri,MID,53.26,plattogm,1,4.32,no change
Akali,MID,47.69,plattogm,15.29,8.01,no change
Akali,TOP,49.47,plattogm,15.29,3.81,no change
Alistar,SUPPORT,50.52,plattogm,3.43,7.6,no change
Amumu,JUNGLE,50.2,plattogm,0.49,1.71,no change
Anivia,MID,52.69,plattogm,4.55,3.19,no change
Annie,MID,53.99,plattogm,0.67,1.85,no change
Annie,SUPPORT,52.17,plattogm,0.73,0.24,no change
Aphelios,ADC,48.67,plattogm,0.45,2.96,tweak
Ashe,ADC,51.88,plattogm,0.4,5.38,no change
Aurelion Sol,MID,53.07,plattogm,0.2,0.87,no change
Aurelion Sol,TOP,52.45,plattogm,0.2,0.11,no change
Azir,MID,46.13,plattogm,0.21,1.43,no change
Bard,SUPPORT,52.58,plattogm,1.55,5.22,no change
Blitzcrank,SUPPORT,50.22,plattogm,6.4,4.91,no change
Brand,MID,52.76,plattogm,2.37,0.58,no change
Brand,SUPPORT,49.18,plattogm,1.94,2.66,no change
Braum,SUPPORT,52.33,plattogm,0.33,3.14,no change
Caitlyn,ADC,50.66,plattogm,3.28,8.09,no change
Camille,TOP,52.05,plattogm,4.42,6.35,no change
Cassiopeia,MID,47.23,plattogm,0.85,1.61,no change
Cassiopeia,ADC,50.8,plattogm,0.85,0.22,no change
Cassiopeia,TOP,50.92,plattogm,0.87,0.36,no change
Cho'Gath,TOP,50.79,plattogm,0.98,2.7,no change
Cho'Gath,MID,51.57,plattogm,0.98,0.69,no change
Corki,MID,54.35,plattogm,0.22,1.84,no change
Darius,TOP,51.87,plattogm,25.98,5.39,no change
Darius,MID,54.2,plattogm,25.98,0.61,no change
Diana,JUNGLE,50.88,plattogm,17.89,8.43,no change
Diana,MID,50.65,plattogm,17.89,2.82,no change
Dr. Mundo,JUNGLE,46.42,plattogm,0.84,0.97,tweak
Dr. Mundo,TOP,47.78,plattogm,0.84,0.79,tweak
Draven,ADC,48.77,plattogm,4.31,4.63,buff
Ekko,MID,50.75,plattogm,2.98,3.69,no change
Ekko,JUNGLE,50.3,plattogm,2.98,4.67,no change
Elise,JUNGLE,51.45,plattogm,11.61,5.16,no change
Evelynn,JUNGLE,50.55,plattogm,13.41,4.73,no change
Ezreal,ADC,52.17,plattogm,8.77,27.5,no change
Fiddlesticks,JUNGLE,52.39,plattogm,8.36,4.8,no change
Fiora,TOP,52.45,plattogm,8.06,5.15,no change
Fizz,MID,50.51,plattogm,5.31,2.82,no change
Galio,MID,51.42,plattogm,1.61,3.26,no change
Galio,SUPPORT,51.55,plattogm,1.61,2.08,no change
Gangplank,TOP,48.56,plattogm,2.26,3.54,no change
Gangplank,MID,48.07,plattogm,2.26,0.55,no change
Garen,TOP,50.52,plattogm,2.38,3.69,no change
Garen,MID,49.6,plattogm,2.38,0.73,no change
Gnar,TOP,49.82,plattogm,4.75,6.07,nerf
Gragas,JUNGLE,50.38,plattogm,0.37,2.4,no change
Gragas,SUPPORT,49.56,plattogm,0.37,0.89,no change
Gragas,TOP,48.76,plattogm,0.37,0.97,no change
Graves,JUNGLE,49.71,plattogm,2.32,6.09,no change
Gwen,TOP,49.71,plattogm,29.42,6.9,no change
Gwen,JUNGLE,51.52,plattogm,29.42,1.93,no change
Gwen,MID,50.56,plattogm,29.42,1.48,no change
Hecarim,JUNGLE,47.21,plattogm,4.84,4.84,buff
Heimerdinger,MID,51.98,plattogm,0.56,0.76,no change
Heimerdinger,ADC,53.73,plattogm,0.56,0.45,no change
Heimerdinger,TOP,47.26,plattogm,0.56,0.64,no change
Illaoi,MID,54.77,plattogm,1.45,0.12,buff
Illaoi,TOP,48.94,plattogm,1.24,1.43,buff
Irelia,TOP,47.84,plattogm,13.28,5.06,no change
Irelia,MID,46.18,plattogm,13.28,2.98,no change
Ivern,JUNGLE,52.07,plattogm,0.68,1.95,no change
Janna,SUPPORT,50.68,plattogm,0.58,5.93,no change
Jarvan IV,JUNGLE,50.02,plattogm,0.13,2.13,buff
Jax,TOP,50.81,plattogm,5.56,4.58,no change
Jax,MID,54.02,plattogm,5.56,0.54,no change
Jayce,TOP,47.45,plattogm,2.13,4.62,no change
Jayce,MID,49.64,plattogm,2.13,1.82,no change
Jhin,ADC,50.49,plattogm,1.71,13.46,no change
Jinx,ADC,51.15,plattogm,3.51,14.05,no change
Kai'Sa,ADC,50.26,plattogm,10.4,28.2,no change
Kalista,ADC,48.43,plattogm,0.24,1.76,no change
Karma,SUPPORT,50.08,plattogm,2.75,11.03,no change
Karthus,JUNGLE,50.45,plattogm,4.63,3.02,no change
Karthus,MID,51.76,plattogm,4.63,0.33,no change
Karthus,ADC,53.91,plattogm,4.63,0.45,no change
Kassadin,MID,50.91,plattogm,17.89,4.32,no change
Katarina,MID,51.23,plattogm,18.39,7.79,no change
Kayle,TOP,53.51,plattogm,2.17,3.35,no change
Kayle,MID,52.26,plattogm,2.17,1.39,no change
Kayn,JUNGLE,51.09,plattogm,13.58,10.03,no change
Kennen,MID,55.13,plattogm,0.34,0.44,no change
Kennen,TOP,51.75,plattogm,0.34,1.75,no change
Kha'Zix,JUNGLE,52.94,plattogm,11.15,10.44,no change
Kindred,JUNGLE,50.12,plattogm,6.21,6.76,no change
Kled,TOP,49.54,plattogm,1.08,2.32,no change
Kled,MID,49.91,plattogm,1.08,0.47,no change
Kog'Maw,ADC,51.86,plattogm,3.56,6.37,no change
LeBlanc,MID,50.56,plattogm,4.72,4.59,no change
Lee Sin,JUNGLE,49.79,plattogm,28.98,17.06,no change
Lee Sin,TOP,51.49,plattogm,28.98,5.67,no change
Lee Sin,MID,52.13,plattogm,28.98,2.4,no change
Leona,SUPPORT,51.05,plattogm,19.42,11.64,no change
Lillia,JUNGLE,45.92,plattogm,0.35,1.64,no change
Lissandra,MID,51.3,plattogm,0.36,1.86,no change
Lissandra,TOP,50.95,plattogm,0.36,0.25,no change
Lucian,MID,46.79,plattogm,3.93,4.41,no change
Lucian,ADC,46.13,plattogm,3.93,4.67,no change
Lucian,TOP,47.48,plattogm,3.93,1.32,no change
Lulu,SUPPORT,51.73,plattogm,42.18,15.69,no change
Lux,MID,51.93,plattogm,0.93,4.13,no change
Lux,SUPPORT,51.19,plattogm,0.93,4.76,no change
Malphite,TOP,50.3,plattogm,7.49,4.59,buff
Malphite,MID,48.08,plattogm,7.49,1.04,buff
Malzahar,MID,52.67,plattogm,2.39,2.72,no change
Malzahar,TOP,57.78,plattogm,2.81,0.34,no change
Maokai,SUPPORT,52.36,plattogm,0.32,2.16,no change
Maokai,TOP,51.94,plattogm,0.37,0.71,no change
Master Yi,JUNGLE,51.98,plattogm,6.44,4.35,no change
Miss Fortune,ADC,52.15,plattogm,0.28,4.83,no change
Mordekaiser,TOP,50.64,plattogm,7.62,7.07,no change
Mordekaiser,MID,56.42,plattogm,7.62,1.02,no change
Morgana,SUPPORT,50.26,plattogm,40.16,5.55,no change
Morgana,JUNGLE,50.56,plattogm,40.16,3.02,no change
Nami,SUPPORT,51.35,plattogm,0.16,5.01,no change
Nasus,TOP,52.76,plattogm,2.82,3.91,nerf
Nautilus,SUPPORT,49.79,plattogm,12.95,11.06,no change
Nautilus,JUNGLE,45.9,plattogm,12.95,1.47,no change
Neeko,MID,50.73,plattogm,0.25,1.3,no change
Neeko,TOP,49.45,plattogm,0.28,0.24,no change
Neeko,SUPPORT,46,plattogm,0.25,0.49,no change
Nidalee,JUNGLE,48.06,plattogm,2.94,6.07,no change
Nocturne,JUNGLE,53.01,plattogm,5.78,5.48,no change
